"archive_date","adult_child","hospital_name","wait_0_6_months","wait_6_12_months","wait_12_18_months","wait_18_plus_months","total"
"2026-01-29","Adult","Our Lady's Hospital Navan",4276,1805,311,103,6496
"2026-01-29","Adult","Our Lady of Lourdes Hospital Drogheda",9786,5192,2082,788,17847
"2026-01-29","Adult","Nenagh Hospital",379,342,215,317,1253
"2026-01-29","Adult","National Orthopaedic Hospital Cappagh",1290,586,473,363,2712
"2026-01-29","Adult","National Maternity Hospital (Holles Street)",2303,949,148,3,3403
"2026-01-29","Adult","Naas General Hospital",6481,3506,1613,733,12333
"2026-01-29","Adult","Midland Regional Hospital Tullamore",11208,5171,917,48,17344
"2026-01-29","Adult","Midland Regional Hospital Portlaoise",3022,735,296,136,4189
"2026-01-29","Adult","Midland Regional Hospital Mullingar",5050,1791,678,1125,8644
"2026-01-29","Adult","Mercy University Hospital",3487,1551,460,190,5689
"2026-01-29","Adult","Mayo University Hospital",4561,1655,308,245,6768
"2026-01-29","Adult","Mater Misericordiae University Hospital",25062,10870,3402,3122,42457
"2026-01-29","Adult","Mallow General Hospital",2206,1006,525,187,3924
"2026-01-29","Adult","Louth County Hospital",1662,881,291,3,2837
"2026-01-29","Adult","Letterkenny University Hospital",9358,2888,926,602,13775
"2026-01-29","Adult","Galway University Hospitals",25693,9654,3722,5982,45051
"2026-01-29","Adult","Ennis Hospital",402,363,249,316,1330
"2026-01-29","Adult","Croom Orthopaedic Hospital",3243,2091,606,365,6305
"2026-01-29","Adult","Cork University Maternity Hospital",2390,105,8,0,2503
"2026-01-29","Adult","Cork University Hospital",14058,5006,1152,236,20452
"2026-01-29","Adult","Coombe Women and Infants University Hospital",2511,992,196,3,3701
"2026-01-29","Adult","Connolly Hospital Blanchardstown",5898,1808,344,196,8247
"2026-01-29","Adult","Cavan General Hospital",4608,218,2,0,4829
"2026-01-29","Adult","Beaumont Hospital",28044,13966,4898,3709,50617
